s, 2, 625437
s, 4, 396161
s, 8, 351396
s, 16, 291265
s, 32, 264137
s, 64, 237415
m, 2, 3750144
m, 4, 2184143
m, 8, 1638445
m, 16, 1316058
m, 32, 1297386
m, 64, 1340331
l, 2, 7380341
l, 4, 4370195
l, 8, 3425788
l, 16, 3331286
l, 32, 2306478
l, 64, 2611016
